place_id,name,address,area,category,lat,lng,phone,google_maps_url,is_verified,created_by
ChIJvaB00XyaHGARwAqYLXLFqa4,"アットホーム","日本、〒399-3103 長野県下伊那郡高森町下市田２１８６−５１",下伊那郡,その他,35.551419,137.879343,0265-35-9539,https://maps.google.com/?cid=12585807727845444288,true,api
ChIJxzQ87WSQHGARsY8KBnrqnNs,"泰山神社","日本、〒399-3101 長野県下伊那郡高森町山吹１０４８",下伊那郡,その他,35.5745861,137.888451,,https://maps.google.com/?cid=15824781000481345457,true,api
ChIJS67wbSWaHGARKF2jJlR0xag,"奥村商事（資） 飯田営業所","日本、〒395-0002 長野県飯田市上郷飯沼１５９７−４",飯田市,その他,35.5216673,137.8507737,0265-53-3950,https://maps.google.com/?cid=12161254273558207784,true,api
ChIJ2wmDhgaiHGAR1pjOFXQsjUs,"田中産業","日本、〒395-0301 長野県下伊那郡阿智村春日中関３０２３−１０",阿智村,その他,35.442905,137.759265,0265-43-3086,https://maps.google.com/?cid=5444056401654487254,true,api
ChIJh3zPlaaZHGARIEjOB2gIbCU,"美容室エレガンス","日本、〒395-0805 長野県飯田市鼎一色2F そよらイオン飯田アップルロード店",飯田市,その他,35.5011332,137.8167066,0265-53-8885,https://maps.google.com/?cid=2696539519788664864,true,api
ChIJQ2ItO8CZHGARMIkJk8BEyY8,"レゴリス","日本、〒395-0004 長野県飯田市上郷黒田１５１９",飯田市,その他,35.5280742,137.8371989,0265-24-3288,https://maps.google.com/?cid=10360888011633822000,true,api
ChIJAVpLOqWaHGAR7km8wHxczj8,"シロタ","日本、〒399-3201 長野県下伊那郡豊丘村河野１６８５",豊丘村,その他,35.5649792,137.9103027,0265-35-6177,https://maps.google.com/?cid=4597713960471120366,true,api
ChIJdYM_lXCZHGARoZ4gnjZ0ifE,"Agu hair sora 飯田","日本、〒395-0804 長野県飯田市鼎名古熊２５０５−１２ 2F",飯田市,その他,35.4977887,137.8316771,0265-48-5795,https://maps.google.com/?cid=17404570012879986337,true,api
ChIJ56qqHmyQHGAR6owzBllGuT4,"白髭神社","日本、〒399-3101 長野県下伊那郡高森町山吹５０５３",下伊那郡,その他,35.5804833,137.8973817,,https://maps.google.com/?cid=4519721049213078762,true,api
ChIJJU2y4sOZHGARuJK1W6TFdTI,"ハートケア蒼い風かすたねっと","日本、〒395-0071 長野県飯田市今宮町２丁目５９",飯田市,その他,35.5205892,137.8186382,0265-49-4005,https://maps.google.com/?cid=3636029583875478200,true,api
ChIJy_xzbOyZHGAR8PL2hLZ75Rc,"グループホーム大門","日本、〒395-0011 長野県飯田市大門町２２",飯田市,その他,35.5235518,137.8287716,0265-48-0877,https://maps.google.com/?cid=1721918456384123632,true,api
ChIJg1yoA-2ZHGARoFxCey9AsRM,"片桐美容商事","日本、〒395-0011 長野県飯田市大門町１２７−１",飯田市,その他,35.5229744,137.830553,0265-22-2393,https://maps.google.com/?cid=1418985930274004128,true,api
ChIJSV-MKXSZHGARVTeV-_5Hrzg,"金山工業（株）","日本、〒395-0804 長野県飯田市鼎２４８７−１",飯田市,その他,35.49936,137.827844,0265-24-3618,https://maps.google.com/?cid=4084562547516454741,true,api
ChIJBxCAO0uYHGARhemgUs8Zqmg,"（有）飯田スクリーン工業","日本、〒395-0151 長野県飯田市北方３４８−７",飯田市,その他,35.5060769,137.802306,0265-24-5471,https://maps.google.com/?cid=7541868904220518789,true,api
